"Timestamp","Your Nickname (the name you go by)","Your Asphalt Unite Player ID (found in game profile & inbox)*","Are you subscribed to Amogh? (Link to Amogh's Channel)","Do you have the key for the Lamborghini Revuelto?*"
"2024/11/25 6:13:12 pm GMT+5:30","Sefya","u-f23872","Yes","Yes, I have the key and my Revuelto is maxed"
"2024/11/25 6:13:26 pm GMT+5:30","KRL_대도","u-f0de38","Yes","No, I don't have the key."
"2024/11/25 6:14:09 pm GMT+5:30","Kau","u-4c6ge","Yes","No, I don't have the key."
"2024/11/25 6:14:50 pm GMT+5:30","Vega_Impala","u-3f808d","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:15:17 pm GMT+5:30","AAZA","u-c2e27","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:15:55 pm GMT+5:30","ŁAHMED-KSA ","u-cce8ed ","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:16:59 pm GMT+5:30","AKP","u-02c387","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:17:51 pm GMT+5:30","Ξ§pectre","u-7h7c7","Yes","No, I don't have the key."
"2024/11/25 6:19:32 pm GMT+5:30","enlost453","u-ecghc","Yes","No, I don't have the key."
"2024/11/25 6:19:45 pm GMT+5:30","Greg","u-cg144","Yes","No, I don't have the key."
"2024/11/25 6:20:14 pm GMT+5:30","--Arda--","u-gd8h6","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:21:12 pm GMT+5:30","CM","u-461g76","Yes","No, I don't have the key."
"2024/11/25 6:21:20 pm GMT+5:30","speednation","u-6736e9","Yes","No, I don't have the key."
"2024/11/25 6:21:46 pm GMT+5:30","几乇爪乇丂丨丂","u-h10759","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:21:49 pm GMT+5:30","YUJI","u-39c808","Yes","No, I don't have the key."
"2024/11/25 6:24:52 pm GMT+5:30","mparlak199928","u-6f979f","Yes","No, I don't have the key."
"2024/11/25 6:25:13 pm GMT+5:30","A.9.U.F™ GAM7sPL","u-h09e6","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:27:19 pm GMT+5:30","파즈","u-377529","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:27:19 pm GMT+5:30","Pombero ","u-095edd ","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:27:26 pm GMT+5:30","Hydra49","u-fgdh7g","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:31:18 pm GMT+5:30","MUSTAQEEM ","u-223g0c","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:31:34 pm GMT+5:30","Łight","u-8h1923","Yes","No, I don't have the key."
"2024/11/25 6:34:35 pm GMT+5:30","Asish Kandi","u-f839hg","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:34:42 pm GMT+5:30","Tactical","u-h76e45 ","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:34:46 pm GMT+5:30","Hoshino <3","u-c85230","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:35:18 pm GMT+5:30","Mr Incho","u-de5h87","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:35:57 pm GMT+5:30","Bahtmanu","u-c0019h","No","Yes, I have the key and my Revuelto is maxed"
"2024/11/25 6:38:48 pm GMT+5:30","I $tuck ","u-hd4g2h","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:39:34 pm GMT+5:30","KMA","u-776110","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:41:01 pm GMT+5:30","Raj","u-1g2071","Yes","No, I don't have the key."
"2024/11/25 6:41:01 pm GMT+5:30","ImadRz","U-F4CH9E","Yes","Yes, I have the key and my Revuelto is maxed"
"2024/11/25 6:41:37 pm GMT+5:30","Raja bhaiya ","u-9ggd7","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:41:58 pm GMT+5:30","AGYT","u-70f19","Yes","No, I don't have the key."
"2024/11/25 6:42:27 pm GMT+5:30","Gowrisankar S","u-gg194h","Yes","No, I don't have the key."
"2024/11/25 6:42:28 pm GMT+5:30","Hiten","u-36d1h0","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:42:32 pm GMT+5:30","m!Lan","u-4g48e6","Yes","Yes, I have the key and my Revuelto is maxed"
"2024/11/25 6:42:34 pm GMT+5:30","RedNycto","u-gg1299","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:42:34 pm GMT+5:30","Mahidhara","u-c5321f8","Yes","No, I don't have the key."
"2024/11/25 6:43:18 pm GMT+5:30","ayush","u-545600","Yes","Yes, I have the key and my Revuelto is maxed"
"2024/11/25 6:43:40 pm GMT+5:30","ank!t","u-7dhfh2","Yes","No, I don't have the key."
"2024/11/25 6:43:42 pm GMT+5:30","Slytherin ","u-c55f64","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:43:46 pm GMT+5:30","Vegita's pride","u-hd8971","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:43:46 pm GMT+5:30","sonu","taxi driver","Yes","No, I don't have the key."
"2024/11/25 6:43:58 pm GMT+5:30","Shadow King","u-4g6c5e","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:44:03 pm GMT+5:30","Mammoth ","u-75g0e9","Yes","No, I don't have the key."
"2024/11/25 6:44:13 pm GMT+5:30","Driver 8771","U-175gf9","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:44:20 pm GMT+5:30","WizardG97080","u-43fd2","Yes","No, I don't have the key."
"2024/11/25 6:44:26 pm GMT+5:30","Nesan333","u-7f4757","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:44:31 pm GMT+5:30","dillonplayz","u-196df","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:44:57 pm GMT+5:30"," _Ashi’s-Veiled-Bloom_"," u-6020f","Yes","No, I don't have the key."
"2024/11/25 6:44:57 pm GMT+5:30","Nishank","u-ch8202","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:45:01 pm GMT+5:30","Kriishh","u-411ce3","Yes","No, I don't have the key."
"2024/11/25 6:45:54 pm GMT+5:30","Jedidiah","u-450d05","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:45:59 pm GMT+5:30","Tabbu","u-d87h90","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:46:14 pm GMT+5:30","[RoE] snughug","u-df65d0","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:46:34 pm GMT+5:30","JAY11011","u-g85440","Yes","No, I don't have the key."
"2024/11/25 6:46:44 pm GMT+5:30","ReV_Monza (MNNM)","u-f88gc2","Yes","No, I don't have the key."
"2024/11/25 6:46:48 pm GMT+5:30","msn22","4ggc56","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:46:57 pm GMT+5:30","_Axmol_","u-49476d","Yes","No, I don't have the key."
"2024/11/25 6:47:28 pm GMT+5:30","Ankit Rawat ","u-0h54dd8","Yes","No, I don't have the key."
"2024/11/25 6:47:39 pm GMT+5:30","Sejo","u-g82e58","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:47:43 pm GMT+5:30","Pritam","u-65f7fd","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:48:19 pm GMT+5:30","A Khmer Driver","u-17g42f","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:48:44 pm GMT+5:30","El.aeacuchan0","u-decc9h","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:49:03 pm GMT+5:30","Lina/Momo","u-ff9d22","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:49:09 pm GMT+5:30","nikhanj and absolute clutch","u-241f9g","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:49:13 pm GMT+5:30","Ṣ̌ĶÎŁŁẒ̌","u-44g845 ","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:49:13 pm GMT+5:30","Astronomia","804ac4","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:49:20 pm GMT+5:30","KKura'chae","u-425879","Yes","No, I don't have the key."
"2024/11/25 6:49:23 pm GMT+5:30","Scorpian_69","u-chdd1h","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:49:24 pm GMT+5:30","A.9.U.F Edmon","u-197094","Yes","No, I don't have the key."
"2024/11/25 6:49:35 pm GMT+5:30","Shinobu","u-e662e1","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:49:36 pm GMT+5:30","Badal","u-3f5d496","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:49:40 pm GMT+5:30","Satvik","u-02ef3g","Yes","No, I don't have the key."
"2024/11/25 6:49:51 pm GMT+5:30","Alvin","u-h77e14","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:49:55 pm GMT+5:30","quarad","u-2d4he0","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:50:06 pm GMT+5:30","kunal","u-311h66","Yes","No, I don't have the key."
"2024/11/25 6:50:15 pm GMT+5:30","ArmedSurge","u-2h35d","Yes","No, I don't have the key."
"2024/11/25 6:50:46 pm GMT+5:30","SubZero","u-gfog92","Yes","No, I don't have the key."
"2024/11/25 6:50:59 pm GMT+5:30","Gustavo_souza95 ","u-583g81 ","Yes","No, I don't have the key."
"2024/11/25 6:51:05 pm GMT+5:30","A.9.U.FDrv4592","u-3hg957","Yes","No, I don't have the key."
"2024/11/25 6:51:07 pm GMT+5:30","Mickey","u-g22d30","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:51:15 pm GMT+5:30","FOOL","u-36ffc7","Yes","No, I don't have the key."
"2024/11/25 6:51:18 pm GMT+5:30","Prav","u-95fdf4","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:52:07 pm GMT+5:30","Savage","U-31g560","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:59:23 pm GMT+5:30","Mr.UMA","u-g534d4","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 6:59:48 pm GMT+5:30","Gam3","u-h18137","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:00:38 pm GMT+5:30","Meesam ","u-df76f7 ","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:00:39 pm GMT+5:30","Hekmat the hedgehog","u-c5d80d","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:00:47 pm GMT+5:30","anurag","u-7140f0","Yes","No, I don't have the key."
"2024/11/25 7:00:56 pm GMT+5:30","CELESTE SCARLET ","U-h6c301","Yes","No, I don't have the key."
"2024/11/25 7:00:56 pm GMT+5:30","Poras","u-15fc52 ","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:00:57 pm GMT+5:30","Rev_™Muñiz ","u-5e1194","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:01:06 pm GMT+5:30","乃ㄩㄥㄥ乇ㄒマ尺ㄖㄖ千 ","u-hg2c2g","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:01:11 pm GMT+5:30","Dark Paradise","u-hhh1d4","Yes","No, I don't have the key."
"2024/11/25 7:01:13 pm GMT+5:30","AzarathMetri0n","u-cd74d","Yes","No, I don't have the key."
"2024/11/25 7:01:16 pm GMT+5:30","SoulZ","U-4h90g4","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:01:16 pm GMT+5:30","Arnab_SHTC","u-f5f3e7","Yes","No, I don't have the key."
"2024/11/25 7:01:20 pm GMT+5:30"," S A L T","u-673d22","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:01:22 pm GMT+5:30","Saurabh","u-71065f","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:01:30 pm GMT+5:30","Ichigo07","u-c1h542","Yes","No, I don't have the key."
"2024/11/25 7:01:31 pm GMT+5:30","Death Merger_95","u-370e93","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:01:38 pm GMT+5:30","Wolfie","u-0g0f1","Yes","Yes, I have the key and my Revuelto is maxed"
"2024/11/25 7:01:41 pm GMT+5:30","G.H™Alfa.T","u-d78fhc","Yes","No, I don't have the key."
"2024/11/25 7:01:46 pm GMT+5:30","Neuvillette","u-e5811","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:01:57 pm GMT+5:30","IR Venom","u-86fd38","Yes","No, I don't have the key."
"2024/11/25 7:02:25 pm GMT+5:30","Alex hales","u-5c4e36 ","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:02:25 pm GMT+5:30","DGX9000","u-9e51g ","Yes","No, I don't have the key."
"2024/11/25 7:02:27 pm GMT+5:30","AdithyaPKashyap","u-ehe75c","Yes","No, I don't have the key."
"2024/11/25 7:02:27 pm GMT+5:30","Andrew tate","u-3g36g1","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:02:35 pm GMT+5:30","sil12","u-61eeh5","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:02:53 pm GMT+5:30","Nemec ","u-584504","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:03:09 pm GMT+5:30","Groot","u-d3gd95","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:03:46 pm GMT+5:30","Raverz","u-e235","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:03:54 pm GMT+5:30","Suly","u-8130f4","Yes","No, I don't have the key."
"2024/11/25 7:03:59 pm GMT+5:30","SRB-Ragnar King","u-ec5700","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:04:52 pm GMT+5:30","DND","u-2239gd","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:05:13 pm GMT+5:30","乃om乃Sight","u-4f48gf","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:05:13 pm GMT+5:30","LA_DRIVER","u-d78492","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:05:30 pm GMT+5:30","SGT Kamikaze Kai","u-f69e7d","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:05:33 pm GMT+5:30","Dan u-e3fg1h","u-e3fg1h","Yes","No, I don't have the key."
"2024/11/25 7:06:06 pm GMT+5:30","Raven","u-026de4","Yes","No, I don't have the key."
"2024/11/25 7:06:33 pm GMT+5:30","One","u-07fh1g","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:07:09 pm GMT+5:30","KARAN","u-73982f","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:07:16 pm GMT+5:30","danuxa","u-df9058e","No","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:08:04 pm GMT+5:30","『ŁΞV!』","u-f89cg9","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:08:32 pm GMT+5:30","Driver 7129","u-1hg731","Yes","No, I don't have the key."
"2024/11/25 7:08:54 pm GMT+5:30","Prabh","U-4d9hd1","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:09:06 pm GMT+5:30","Lucifer","u-e763h5","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:09:16 pm GMT+5:30","Apolune","u-de479c","Yes","Yes, I have the key and my Revuelto is maxed"
"2024/11/25 7:09:37 pm GMT+5:30","Andy","u-g33768","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:10:29 pm GMT+5:30","Mk","u-762fe9","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:10:43 pm GMT+5:30","nardcore666 ","u-dooe3 ","Yes","No, I don't have the key."
"2024/11/25 7:10:54 pm GMT+5:30","Averagenoob","u-7040e4","Yes","No, I don't have the key."
"2024/11/25 7:11:10 pm GMT+5:30","Subhaa","u-485d25","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:12:18 pm GMT+5:30","FoxyyPaws","u-0cf498","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:12:42 pm GMT+5:30","DM Oli F","u-ee9g4c","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:13:22 pm GMT+5:30","Lorch","u-h4188d ","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:13:34 pm GMT+5:30","Nishant  ( coldblood )","u-28fd17","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:14:33 pm GMT+5:30","S1LENCE","u-f4g8d4","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:15:01 pm GMT+5:30","Miaunika88","u-10df3","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:15:19 pm GMT+5:30","Yahya Yazgi","u-c2g3dh","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:17:06 pm GMT+5:30","QuanTheAznPoop","u-4761h6","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:17:17 pm GMT+5:30","The Flashzone","u-ccghf","Yes","No, I don't have the key."
"2024/11/25 7:17:59 pm GMT+5:30","Chrisbo","u-c89c46","Yes","No, I don't have the key."
"2024/11/25 7:18:05 pm GMT+5:30","DaroO ","u-e41263","Yes","Yes, I have the key and my Revuelto is maxed"
"2024/11/25 7:18:12 pm GMT+5:30","renegade1k","u-567g58","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:19:14 pm GMT+5:30","Baigan Player ","u-g1351c","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:21:29 pm GMT+5:30","dhmhtrh15","u-8f11e","Yes","No, I don't have the key."
"2024/11/25 7:21:45 pm GMT+5:30","MadLadStan","u-71eh54","Yes","No, I don't have the key."
"2024/11/25 7:22:17 pm GMT+5:30","bkumar","u-43f890","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:22:17 pm GMT+5:30","KostGamer","u-eg4d3","Yes","No, I don't have the key."
"2024/11/25 7:22:35 pm GMT+5:30","Sajid","u-fe93c1","Yes","No, I don't have the key."
"2024/11/25 7:23:21 pm GMT+5:30","Bon","u-7423f6","Yes","No, I don't have the key."
"2024/11/25 7:23:54 pm GMT+5:30","A9UF™ Pr!ce†ΛĞ","u-c93ceh","No","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:25:33 pm GMT+5:30","The last ride","u-138gd4","Yes","No, I don't have the key."
"2024/11/25 7:25:50 pm GMT+5:30","Boguś M3","u-8f5deg","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:26:15 pm GMT+5:30","SAIKAT_123","u-31g1c","Yes","No, I don't have the key."
"2024/11/25 7:26:57 pm GMT+5:30","Prathmesh","u-d24de83","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:27:12 pm GMT+5:30","Nyrexh","u-5c7gd3","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:27:34 pm GMT+5:30","VOHRA AYAN ","u-529d72","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:28:13 pm GMT+5:30","Masterken","u-3486c1","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:28:56 pm GMT+5:30","Mugiwara ","U-252701","Yes","No, I don't have the key."
"2024/11/25 7:29:46 pm GMT+5:30","Vekkzy_YT","u-1850e9","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:30:44 pm GMT+5:30","Jatt Matt","u-47cfe8","Yes","No, I don't have the key."
"2024/11/25 7:32:03 pm GMT+5:30","angry_birdsspace","u-42f9hc","Yes","No, I don't have the key."
"2024/11/25 7:32:04 pm GMT+5:30","Aashu™","u-3c47g7","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:32:56 pm GMT+5:30","Eugene","u-4dd59e","Yes","No, I don't have the key."
"2024/11/25 7:32:56 pm GMT+5:30","BD™ Midoriya ","u-h8eg88","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:33:01 pm GMT+5:30","HOANG","u-f6d808","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:33:12 pm GMT+5:30","Ujjal","u-d0e968","Yes","No, I don't have the key."
"2024/11/25 7:33:16 pm GMT+5:30","HZ","u-82h99h ","No","No, I don't have the key."
"2024/11/25 7:33:40 pm GMT+5:30","Moonies","u-f6d808","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:33:42 pm GMT+5:30","Minun","u-f6d808","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:34:32 pm GMT+5:30","Trashshadow","u-98e75h","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:34:45 pm GMT+5:30","Dumbledore2100","u-687f4","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:39:25 pm GMT+5:30","SNOW","u-97c80","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:39:47 pm GMT+5:30","orange juice","u-98h1e","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:39:53 pm GMT+5:30","rpwolf","u-7h294","Yes","No, I don't have the key."
"2024/11/25 7:39:54 pm GMT+5:30","ROGEVIL ","u-99e9","Yes","No, I don't have the key."
"2024/11/25 7:42:35 pm GMT+5:30","Lisboa","u-4438dg","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:43:58 pm GMT+5:30","COOL","u-5eh0d3","Yes","No, I don't have the key."
"2024/11/25 7:46:06 pm GMT+5:30","¯\_(ツ)_/¯","u-gc55e","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:46:50 pm GMT+5:30","Abid","U-g97554","Yes","No, I don't have the key."
"2024/11/25 7:47:45 pm GMT+5:30","A.9.U.F. Ace","u-96e033","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:48:12 pm GMT+5:30","The Kolibri or Macroflex","u-7ggcg ","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:52:44 pm GMT+5:30","18tm~Adrenxline","u-ff9258","Yes","No, I don't have the key."
"2024/11/25 7:56:05 pm GMT+5:30","Akshay","u-1d5gf6","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:57:13 pm GMT+5:30","Noob","u-8606g","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 7:57:50 pm GMT+5:30","Christian","U-d917d","Yes","No, I don't have the key."
"2024/11/25 7:58:13 pm GMT+5:30","DevilKing (Kunal)","u-f791cg (my id glitch)","Yes","No, I don't have the key."
"2024/11/25 7:59:22 pm GMT+5:30","Pizza guy","u-8c4fd4","No","No, I don't have the key."
"2024/11/25 8:08:24 pm GMT+5:30","aka Gepard","u-cd9787","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 8:11:23 pm GMT+5:30","KARAN X-PRESS","u-2d75f6","Yes","No, I don't have the key."
"2024/11/25 8:12:29 pm GMT+5:30","N!HAT37","u-dfed74","Yes","No, I don't have the key."
"2024/11/25 8:19:10 pm GMT+5:30","@Surya_2023","U-1c88ce ","Yes","No, I don't have the key."
"2024/11/25 8:19:17 pm GMT+5:30","UK06 ARTHSAXENA","U-cg7ge5","Yes","No, I don't have the key."
"2024/11/25 8:20:00 pm GMT+5:30","Synix","u-dcec3","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 8:23:37 pm GMT+5:30","ALZAKI77 ","u-185878","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 8:26:23 pm GMT+5:30","risinglegend19","u-1535d","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 8:33:53 pm GMT+5:30","Aayush kumar ","u-32h9f7","Yes","No, I don't have the key."
"2024/11/25 8:35:25 pm GMT+5:30","tbotouch","u-ff242","Yes","No, I don't have the key."
"2024/11/25 8:38:32 pm GMT+5:30","Blade-007","u-8ff8hc ","Yes","No, I don't have the key."
"2024/11/25 8:40:55 pm GMT+5:30","Yorker","u-02c8c ","Yes","No, I don't have the key."
"2024/11/25 8:49:26 pm GMT+5:30","Sanchez","u-df03g","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 8:49:29 pm GMT+5:30","ＬＩＧＨＴＮＩＮＧ","u-d8ef97","Yes","No, I don't have the key."
"2024/11/25 8:52:25 pm GMT+5:30","BR<Stellar","u-2f179f","Yes","No, I don't have the key."
"2024/11/25 8:56:12 pm GMT+5:30","Stunner ","u-d2c6d0","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 8:56:37 pm GMT+5:30","AFRIDI","u-cd34fh","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 8:57:41 pm GMT+5:30","LVR™ | Quelqu'un","u-h4h6f8","Yes","Yes, I have the Key, but I need blueprints for the car."
"2024/11/25 8:59:10 pm GMT+5:30","aleksatenja","u-749e86","Yes","Yes, I have the Key, but I need blueprints for the car."
